Sr. No.,Bank Code,Bank Name,MICR,IFSC,IIN,ACH CR,ACH DR,APBS,DSA,Bank Type
690,MVCX,THE MAHAVEER CO-OPERATIVE BANK LTD,590802002,HDFC0CTMCBL,607940,Yes,Yes,Yes,HDFC BANK LTD,Indirect
691,MVIX,MANVI PATTANA SOUHARDA SAHAKARI BANK NI,584854501,HDFC0CMPSSB,607180,Yes,Yes,Yes,HDFC BANK LTD,Indirect
692,MYAX,THE MEGHALAYA COOPERATIVE APEX BANK LTD,793618002,YESB0MCA001,607162,Yes,Yes,Yes,YES BANK,Indirect
693,MYCX,THE MAYURBHANJ CENTRAL CO OP BANK LTD,757800002,ORCB0MYB001,508756,Yes,,Yes,THE ODISHA STATE CO OP BANK LTD,Indirect
694,MYSX,THE MYSORE CHAMARAJANAGAR DISTRICT CO OP BANK LTD,570573002,KSCB0007001,508701,Yes,,Yes,THE KARNATAKA STATE CO OP APEX BANK LTD,Indirect
695,MZCX,MIZORAM URBAN COOPERATIVE DEVELOPMENT BANK LTD,796820002,YESB0MUDC01,NA,Yes,Yes,Yes,YES BANK,Indirect
696,MZRX,MIZORAM RURAL BANK,796805002,SBIN0RRMIGB,607230,Yes,Yes,Yes,STATE BANK OF INDIA,Indirect
697,NABX,NANDANI SAHAKARI BANK LTD NANDANI,NA,HDFC0CNSBLN,990148,Yes,,Yes,ICICI BANK LTD,Indirect
698,NACX,NALANDA CENTRAL COOPERATIVE BANK LTD NALANDA,803819002,IBKL0780NCB,607964,Yes,,Yes,IDBI BANK,Indirect
699,NADX,NADAPURAM CO OP URBAN BANK,673852801,IBKL0114NUB,608182,Yes,,Yes,IDBI BANK,Indirect
700,NAGX,NAGALAND RURAL BANK,797804102,SBIN0RRNLGB,607220,Yes,Yes,Yes,STATE BANK OF INDIA,Indirect
701,NAIX,NAINITAL DISTRICT CO OPERATIVE BANK LTD,263808002,YESB0NDCB01,607592,Yes,Yes,Yes,YES BANK,Indirect
702,NALX,NATIONAL URBAN COOPERATIVE BANK LTD,110211251,UTIB0SNUC01,990166,Yes,Yes,Yes,AXIS BANK,Indirect
703,NANX,THE NANDED DISTRICT CENTRAL CO-OPERATIVE BANK LTD,431807101,UTIB0SNDCC1,990201,Yes,,Yes,AXIS BANK,Indirect
704,NASX,NASIK DISTRICT CENTRAL CO-OPERATIVE BANK LTD,422372026,ICIC00NDCCB,508800,Yes,Yes,Yes,IDBI BANK,Indirect
705,NAUX,THE NAGAUR CENTRAL CO-OPERATIVE BANK LTD,341822500,RSCB0028099,508744,Yes,Yes,Yes,THE RAJASTHAN STATE CO OP BANK LTD,Indirect
706,NAVX,THE NAVNIRMAN CO-OPERATIVE BANK LTD,380139009,NVNM0000001,990014,Yes,Yes,Yes,THE NAVNIRMAN CO-OPERATIVE BANK LTD,Direct
707,NAWX,THE NAWANAGAR CO OPERATIVE BANK LTD,380621000,IBKL0427NCB,508669,Yes,Yes,Yes,IDBI BANK,Indirect
708,NBCX,NALBARI URBAN CO OPERATIVE BANK LTD,781085202,UTIB0SNUCB1,990185,Yes,,Yes,AXIS BANK,Indirect
709,NBMX,"NAGRIK SAHAKARI BANK, VIDISHA",464841201,HDFC0CNSBMV,607886,Yes,,Yes,HDFC BANK LTD,Indirect
710,NCBL,THE NATIONAL CO-OPERATIVE BANK LTD,400409004,KKBK0TNCB02,607317,Yes,Yes,Yes,KOTAK MAHINDRA BANK LTD,Indirect
711,NCBX,THE NAWANSHAHR CENTRAL COOPERATIVE BANK LTD.,144806927,UTIB0SNWS01,607550,Yes,Yes,Yes,AXIS BANK,Indirect
712,NCCX,THE NABADWIP CO-OPERATIVE CREDIT BANK LTD,741860302,HDFC0CNCCBL,990082,Yes,Yes,Yes,HDFC BANK LTD,Indirect
713,NCOX,NAGNATH URBAN CO OP BANK LTD HINGOLI,431850402,HDFC0CNUB01,990294,Yes,,Yes,HDFC BANK LTD,Indirect
714,NCUX,THE NILAMBUR CO-OPERATIVE URBAN BANK LTD,679828102,FDRL0NCUB01,607905,Yes,Yes,Yes,FEDERAL BANK,Indirect
715,NDCB,THE NAVAL DOCKYARD CO OP BANK LTD,400936002,IBKL0452ND1,990304,Yes,Yes,Yes,IDBI BANK,Indirect
716,NDCX,THE NILGIRIS DISTRICT CENTRAL COOP BANK LTD,643800002,TNSC0010700,508660,Yes,Yes,Yes,TAMILNADU STATE APEX CO OP BANK LTD,Indirect
717,NDDX,NADIA DISTRICT CENTRAL CO OPERATIVE BANK LTD,741807102,WBSC0NDCB01,607173,Yes,Yes,Yes,THE WEST BENGAL STATE CO OP BANK LTD,Indirect
718,NDOX,NAYAGARH DISTRICT CENTRAL CO OP BANK LTD,752800102,ORCB0NGR001,508772,Yes,,Yes,THE ODISHA STATE CO OP BANK LTD,Indirect
719,NESF,NORTH EAST SMALL FINANCE BANK LTD,781773002,NESF0000001,607929,Yes,Yes,Yes,NORTH EAST SMALL FINANCE BANK LTD,Direct
720,NEYX,THE NEYYATTINKARA COOPERATIVE URBAN BANK LTD,695857002,KKBK0NTCUB1,NA,Yes,,Yes,KOTAK MAHINDRA BANK LTD,Indirect
721,NGBX,NAGAR SAHAKARI BANK LTD.MAHARAJGANJ,273803202,YESB0NSB001,607142,Yes,Yes,Yes,YES BANK,Indirect
722,NGKX,NAGRIK SAHAKARI BANK MARYADIT GWALIOR,474470001,INDB0NSBG01,508632,Yes,Yes,Yes,IDBI BANK,Indirect
723,NGNX,NAGINA URBAN CO OPERATIVE BANK LTD,NA,HDFC0CNGUBL,990080,Yes,,Yes,HDFC BANK LTD,Indirect
724,NGRX,NAGAR SAHKARI BANK LTD,206803002,IBKL01064NS,990099,Yes,Yes,Yes,IDBI BANK,Indirect
725,NGSB,NAGPUR NAGARIK SAHAKARI BANK LTD.,440183000,NGSB0000001,607573,Yes,Yes,Yes,NAGPUR NAGARIK SAHAKARI BANK LTD.,Direct
726,NGSX,NAGARIK SAHAKARI BANK MARYADIT DURG,491841002,HDFC0CNSBLD,990017,Yes,Yes,Yes,HDFC BANK LTD,Indirect
727,NGUX,NAGAUR URBAN CO OP BANK LTD,341706002,HDFC0CNUCB2,NA,Yes,,,HDFC BANK LTD,Indirect
728,NICB,NEW INDIA CO-OP BANK LTD,400085001,NICB0000001,607583,Yes,Yes,Yes,NEW INDIA CO-OP BANK LTD,Direct
729,NIDX,NIDHI CO OPERATIVE BANK LTD,380118306,ICIC00NIDHI,990088,Yes,Yes,Yes,ICICI BANK LTD,Indirect
730,NILX,NILKANTH CO OPERATIVE BANK LTD,413600002,HDFC0CNUCBH,NA,Yes,Yes,Yes,HDFC BANK LTD,Indirect
731,NIRX,NIRMAL URBAN CO OP BANK LTD. NAGPUR,440082311,HDFC0CNB311,607549,Yes,Yes,Yes,HDFC BANK LTD,Indirect
732,NIUX,NILESHWAR COOPERATIVE URBAN BANK LTD,671860052,IBKL0340NCU,508820,Yes,,Yes,IDBI BANK,Indirect
733,NJCX,THE NAV JEEVAN CO-OP BANK LTD,400082443,ICIC00NVJVN,508544,Yes,Yes,Yes,ICICI BANK LTD,Indirect
734,NJGX,NARMADA JHABUA GRAMIN BANK,452653002,BKID0NAMRGB,508515,Yes,Yes,Yes,BANK OF INDIA,Indirect
735,NJMX,NASHIK JILLHA MAHILA VIKAS SAHAKARI BANK LTD,422381002,HDFC0CNJMVB,NA,Yes,Yes,Yes,HDFC BANK LTD,Indirect
736,NJSX,THE NASIK JILHA MAHILA SAHAKARI BANK LTD,422371002,IBKL0458NJM,NA,Yes,Yes,Yes,IDBI BANK,Indirect
737,NKGS,NKGSB CO-OP. BANK LTD.,400086001,NKGS0000001,607104,Yes,Yes,Yes,NKGSB CO-OP. BANK LTD.,Direct
738,NLGX,THE NALGONDA DIST. CO-OP. CENTRAL BANK LTD.,508856002,APBL0023001,607505,Yes,Yes,Yes,TELANGANA STATE CO OP APEX BANK LTD,Indirect
739,NMCB,THE NASIK MERCHANTS COOPERATIVE BANK LTD,422369018,NMCB0000001,508627,Yes,Yes,Yes,THE NASIK MERCHANTS COOPERATIVE BANK LTD,Direct
740,NMCX,NAVI MUMBAI CO-OPERATIVE BANK LIMITED,400082666,IBKL0123NMC,508823,Yes,Yes,Yes,IDBI BANK,Indirect
741,NNCX,THE NARODA NAGRIK CO-OPERATIVE BANK LTD,380302003,GSCB0UNNCBL,607684,Yes,Yes,Yes,THE GUJARAT STATE CO OP BANK LTD,Indirect
742,NNSB,NUTAN NAGARIK SAHAKARI BANK LTD,380128001,NNSB0000001,502801,Yes,Yes,Yes,NUTAN NAGARIK SAHAKARI BANK LTD,Direct
743,NOBX,NOBLE COOPERATIVE BANK LTD,110532251,YESB0NCB001,508592,Yes,Yes,Yes,YES BANK,Indirect
744,NOIX,NOIDA COMMERCIAL CO-OPERATIVE BAK LTD,110094277,INDB0NCCB00,990101,Yes,Yes,Yes,THE DELHI STATE CO OP BANK LTD,Indirect
745,NOSC,THE BANK OF NOVA SCOTIA,400239002,NOSC0000MUM,NA,Yes,Yes,,THE BANK OF NOVA SCOTIA,Direct
746,NPCX,THE NADIAD PEOPLES CO OP BANK LTD,387802001,UTIB0NPCB01,NA,Yes,Yes,Yes,AXIS BANK,Indirect
747,NPKX,NASHIK ZILHA SARKARI & PARISHAD KARMACHARI SB NMT,422259251,KKBK0NZSPK1,NA,Yes,Yes,Yes,IDBI BANK,Indirect
748,NRDX,THE NASIK ROAD DEOLALI VYAPARI SAHAKARI BANK LTD,422374000,YESB0NRDB01,607678,Yes,Yes,Yes,IDBI BANK,Indirect
749,NRMX,NORTHERN RAILWAY MULTI STATE PRIMARY CO OP BANK LT,226853301,UTIB0SNRP03,608156,Yes,,Yes,AXIS BANK,Indirect
750,NSBB,NAGARIK SAHAKARI BANK LTD BHIWANDI,400082445,IBKL0100NS2,990297,Yes,Yes,Yes,IDBI BANK,Indirect
751,NSBX,NAGRIK SAHAKARI BANK LTD LUCKNOW,226185272,IBKL0015NSB,508692,Yes,Yes,Yes,IDBI BANK,Indirect
752,NSCX,NAGALAND STATE COOPERATIVE BANK LTD,797812002,UTIB0SNSCB1,508751,Yes,Yes,Yes,AXIS BANK,Indirect
753,NSGX,NAGAR SAHAKARI BANK LTD. GORAKHPUR,273611002,YESB0NBGKPI,990110,Yes,Yes,Yes,YES BANK,Indirect
754,NSJX,"NAGARIK SAHAKARI BANK MARYADIT,JAGDALPUR",NA,HDFC0CNSBMJ,990224,Yes,,Yes,HDFC BANK LTD,Indirect
755,NSMX,NAGARIK SAMABAY BANK LTD,781450002,NA,NA,Yes,Yes,Yes,HDFC BANK LTD,Indirect
756,NSPB,NSDL PAYMENTS BANK,123900123,NSPB0000001,990326,Yes,Yes,,NSDL PAYMENTS BANK,Direct
757,NSPX,NISHIGANDHA SAHAKARI BANK LTD.PANDHARPUR,413868151,ICIC00NGSBL,990215,Yes,,Yes,IDBI BANK,Indirect
758,NSRX,NAGRIK SAHAKARI BANK LTD,492496002,HDFC0CNSBLR,990007,Yes,Yes,Yes,HDFC BANK LTD,Indirect
759,NTBL,THE NAINITAL BANK LIMITED,110184001,NTBL0DEL080,508573,Yes,Yes,Yes,THE NAINITAL BANK LIMITED,Direct
760,NUBX,THE NEW URBAN CO-OPERATIVE BANK LTD RAMPUR,244848100,HDFC0CNUCBL,607378,Yes,Yes,Yes,HDFC BANK LTD,Indirect
761,NUCX,NAVABHARAT CO-OP. URBAN BANK LTD.,500866002,KKBK0NCUB01,607617,Yes,Yes,Yes,KOTAK MAHINDRA BANK LTD,Indirect
762,NULX,NATIONAL URBAN COOP BANK LTD PRATAPGARH,230830002,IBKL01870N1,NA,Yes,,,IDBI BANK,Indirect
763,NVCX,NAVANAGARA URBAN CO-OPERATIVE BANK LTD.,571804002,HDFC0CNUCBK,607642,Yes,Yes,Yes,HDFC BANK LTD,Indirect
764,NVSX,NAGAR VIKAS SAHKARI BANK LTD,241841002,YESB0NVSB01,607342,Yes,Yes,Yes,YES BANK,Indirect
765,NWCX,THE NAWADA CENTRAL CO-OPERATIVE BANK LTD.,NA,YESB0NCCB01,508716,Yes,,Yes,YES BANK,Indirect
766,ODCX,OSMANABAD DISTRICT CENTRAL CO-OPERATIVE BANK LTD,413830127,YESB0DCC001,990248,Yes,,Yes,YES BANK,Indirect
767,ODGB,ODISHA GRAMYA BANK,751706002,IOBA0ROGB01,607060,Yes,Yes,Yes,INDIAN OVERSEAS BANK,Indirect
768,OIBA,DOHA BANK QSC,400746002,DOHB0000001,NA,Yes,Yes,,DOHA BANK QSC,Direct
769,OMCX,THE OJHAR MERCHANT'S CO-OP BANK LTD,422809000,HDFC0COMC01,607789,Yes,Yes,Yes,HDFC BANK LTD,Indirect
770,ONSX,OMKAR NAGREEYA SAHKARI BANK LTD,208185271,YESB0OMKAR1,990096,Yes,Yes,Yes,YES BANK,Indirect
771,ORCB,THE ODISHA STATE CO-OPERATIVE BANK LTD,751218002,ORCB0000001,NA,Yes,Yes,,THE ODISHA STATE CO-OPERATIVE BANK LTD,Direct
772,OSMX,OSMANABAD JANATA SAHAKARI BANK LTD,413599002,HDFC0COJSBL,990120,Yes,Yes,Yes,HDFC BANK LTD,Indirect
773,PABX,PALLAVAN GRAMA BANK,605019351,IDIB0PLB001,607052,Yes,Yes,Yes,INDIAN BANK,Indirect
774,PACX,THE PALI CENTRAL CO-OPERATIVE BANK LTD,306700000,RSCB0029099,508788,Yes,,Yes,THE RAJASTHAN STATE CO OP BANK LTD,Indirect
775,PADX,THE PADRA NAGAR NAGRIK SAHAKARI BANK LTD,390153257,GSCB0UPNSBL,990011,Yes,Yes,Yes,THE GUJARAT STATE CO OP BANK LTD,Indirect
776,PALX,PALI URBAN CO OPERATIVE BANK LTD,306701002,HDFC0CPUB04,990018,Yes,Yes,Yes,HDFC BANK LTD,Indirect
777,PANX,THE PANCHMAHAL DISTRICT CO OPERATIVE BANK LTD,389815002,GSCB0PDC001,990053,Yes,Yes,Yes,THE GUJARAT STATE CO OP BANK LTD,Indirect
778,PARX,THE PARBHANI DISTRICT CENTRAL COOP BANK LTD,431847202,YESB0PDBHO1,607930,Yes,Yes,Yes,YES BANK,Indirect
779,PASX,PASCHIM BANGA GRAMIN BANK,700028255,UCBA0RRBPBG,607079,Yes,Yes,Yes,UCO BANK,Indirect
780,PAYX,THE PAYANGADI URBAN COOPERATIVE BANK LTD,670862152,IBKL0340PC1,508801,Yes,,Yes,IDBI BANK,Indirect
781,PBGX,PUDUVAI BHARATHIAR GRAMA BANK,605638002,IDIB0PBG001,607054,Yes,Yes,Yes,INDIAN BANK,Indirect
782,PCBL,PATAN CO-OPEARTIVE BANK LTD,400149002,HDFC0CPATAN,607357,Yes,Yes,Yes,HDFC BANK LTD,Indirect
783,PCBX,PARSHWANATH CO-OPERATIVE BANK LTD,416622002,HDFC0CPCB01,607323,Yes,Yes,Yes,HDFC BANK LTD,Indirect
784,PCCB,PURULIA CENTRAL CO OP BANK LTD,723810002,WBSC0PCCB01,608193,Yes,,Yes,THE WEST BENGAL STATE CO OP BANK LTD,Indirect
785,PCCX,THE PANCHKULA CENTRAL CO-OPERATIVE BANK LTD,160346252,UTIB0SPKL01,607841,Yes,Yes,Yes,AXIS BANK,Indirect
786,PCMX,THE PANCHSHEEL MERCANTILE CO-OP BANK LTD,395242002,YESB0PMCB02,990064,Yes,Yes,Yes,YES BANK,Indirect
787,PCOX,PEOPLES' CO-OPERATIVE BANK LTD,431801402,SVCB0009002,607279,Yes,Yes,Yes,SVC CO OP BANK LTD,Indirect
788,PCPX,"PIMPRI CHINCHWAD SAHAKARI BANK MARYADIT,PIMPRI",411164285,IBKL0087PCS,608186,Yes,Yes,Yes,IDBI BANK,Indirect
789,PCSX,THE PONDICHERRY STATE CO-OP BANK LTD,605632001,TNSC0160101,990008,Yes,Yes,Yes,TAMILNADU STATE APEX CO OP BANK LTD,Indirect
790,PCTX,PUNE CANTONMENT SAHAKARI BANK LTD,411174355,HDFC0CPCSBL,508691,Yes,Yes,Yes,HDFC BANK LTD,Indirect
791,PCUX,THE POCHAMPALLY COOPERATIVE URBAN BANK LTD,500532251,YESB0PCUB01,607255,Yes,Yes,Yes,HDFC BANK LTD,Indirect
792,PDBX,THE PURNEA DISTRICT CENTRAL COOPERATIVE BANK LTD,854832102,YESB0PDCCBL,508804,Yes,,Yes,YES BANK,Indirect
793,PDCX,PUNE DISTRICT CENTRAL CO-OPERATIVE BANK LTD.,411174002,HDFC0CPDCCB,607628,Yes,Yes,Yes,ICICI BANK LTD,Indirect
794,PDSX,PRIYADARSHANI NAGARI SAHAKARI BANK LTD JALNA.,518834000,KKBK0PNSB01,607326,Yes,Yes,Yes,KOTAK MAHINDRA BANK LTD,Indirect
795,PDUX,THE PANDHARPUR URBAN CO-OP BANK LTD,413588000,PUCB0000002,502951,Yes,Yes,Yes,MAHARASHTRA STATE CO-OPERATIVE BANK LTD,Indirect
796,PGBX,KARNATAKA GRAMIN BANK,583697103,PKGB0000001,607389,Yes,Yes,Yes,KARNATAKA GRAMIN BANK,Direct
797,PGCX,PROGRESSIVE CO-OPERATIVE BANK LIMITED,400068253,KKBK0PCBL01,990275,Yes,Yes,Yes,MUMBAI DISTRICT CENTRAL CO OP BANK LTD,Indirect
798,PGRX,PROGRESSIVE URBAN CO-OPERATIVE BANK LTD,226185267,HDFC0CPUCBL,990140,Yes,Yes,Yes,HDFC BANK LTD,Indirect
799,PGTX,"THE PRAGATI COOPERATIVE BANK LTD.,THARA",385807501,GSCB0UTPCBL,990243,Yes,,Yes,THE GUJARAT STATE CO OP BANK LTD,Indirect
800,PITX,PITHORAGARH ZILA SAHKARI BANK LTD,262801803,IBKL0768PJS,607595,Yes,,Yes,IDBI BANK,Indirect
801,PJSB,GOPINATH PATIL PARSIK JANATA SAHAKARI BANK,400312002,PJSB0000001,607273,Yes,Yes,Yes,GOPINATH PATIL PARSIK JANATA SAHAKARI BANK,Direct
802,PKBX,THE PANCHKULA URBAN CO-OPERATIVE BANK LMITED,160346251,YESB0PKUB01,NA,Yes,Yes,Yes,YES BANK,Indirect
803,PLUX,PALUS SAHAKARI BANK LTD,416879276,UTIB0SPSB01,990083,Yes,Yes,Yes,AXIS BANK,Indirect
804,PMCX,THE PIMPALGAON MERCHANTS CO-OP BANK LTD,422518501,HDFC0CPIMCO,607793,Yes,Yes,Yes,HDFC BANK LTD,Indirect
805,PMEC,PRIME CO-OPERATIVE BANK LTD.,395250002,PMEC0000001,508587,Yes,Yes,Yes,PRIME CO-OPERATIVE BANK LTD.,Direct
806,PMNX,PRAGATI MAHILA NAGRIK SAHAKARI BANK LTD BHILAI,490530001,YESB0PMNSB1,607141,Yes,Yes,Yes,YES BANK,Indirect
807,PNCX,THE PANIPAT URBAN COOPERATIVE BANK LTD,110800002,YESB0PUCB01,508607,Yes,Yes,Yes,YES BANK,Indirect
808,PNMX,PUNE MERCHANT'S CO-OPERATIVE BANK LTD,411167004,IBKL0548PMC,608177,Yes,Yes,Yes,IDBI BANK,Indirect
809,PNPX,THE PANIPAT CENTRAL COOPERATIVE BANK LTD,132801003,NA,607757,Yes,,Yes,AXIS BANK,Indirect
810,PNSX,POORNAWADI NAGRIK SAHAKARI BANK M.BEED.,413812052,HDFC0CPNSBL,607632,Yes,Yes,Yes,HDFC BANK LTD,Indirect
811,PPBX,PUNE PEOPLE'S CO-OP.BANK LTD .,411168001,IBKL0548PPC,607286,Yes,Yes,Yes,IDBI BANK,Indirect
812,PPCX,THE PACHORA PEOPLES CO-OP. BANK LTD.PACHORA,425837002,HDFC0CPPCB1,607619,Yes,Yes,Yes,HDFC BANK LTD,Indirect
813,PRCX,THE PRODDATUR COOPERATIVE TOWN BANK LTD,516818102,IBKL01272PC,990127,Yes,,Yes,AXIS BANK,Indirect
814,PREX,PRERANA CO-OP BANK LTD.,411164288,HDFC0CPRCBL,607601,Yes,Yes,Yes,HDFC BANK LTD,Indirect
815,PROX,PROGRESSIVE MERCANTILE CO-OPERATIVE BANK LTD,380141002,HDFC0CPMCBL,990299,Yes,Yes,Yes,THE GUJARAT STATE CO OP BANK LTD,Indirect
816,PRPX,PARASPAR SAHAYAK CO-OP BANK,452284002,YESB0PSCB01,NA,Yes,Yes,Yes,YES BANK,Indirect
817,PRSX,PRAVARA SAHAKARI BANK LTD,414811001,HDFC0CPSBLN,607977,Yes,,Yes,HDFC BANK LTD,Indirect
818,PRUX,PRIYADARSHANI URBAN CO OP BANK LTD,NA,NA,607790,Yes,,Yes,HDFC BANK LTD,Indirect
819,PSBX,PRAGATI SAHAKARI BANK LTD,390202000,YESB0PSB002,607225,Yes,Yes,Yes,YES BANK,Indirect
820,PSCX,THE PUNJAB STATE COOPERATIVE BANK LTD,160350001,UTIB0PSCB01,607543,Yes,Yes,Yes,AXIS BANK,Indirect
821,PSIB,PUNJAB & SIND BANK,110023001,PSIB0000001,607087,Yes,Yes,Yes,PUNJAB & SIND BANK,Direct
822,PSRX,SRI POTTI SRIRAMULU NELLORE DCCB,NA,APBL0009002,607494,Yes,Yes,Yes,THE ANDHRA PRADESH STATE CO OP BANK LTD,Indirect
823,PSSX,THE PRATHAMIK SHIKSHAK SAHAKARI BANK LTD,416259251,IBKL0464PSS,508793,Yes,Yes,Yes,IDBI BANK,Indirect
824,PTCX,THE PATIALA CENTRAL COOPERATIVE BANK LTD.,147847052,UTIB0SPCB01,607566,Yes,Yes,Yes,AXIS BANK,Indirect
825,PTNX,THE PATAN URBAN CO-OP BANK LTD PATAN,415821252,HDFC0CPUBLP,990097,Yes,Yes,Yes,HDFC BANK LTD,Indirect
826,PTSX,PATAN NAGARIK SAHAKARI BANK LTD,384815081,GSCB0UPATAN,607237,Yes,Yes,Yes,THE GUJARAT STATE CO OP BANK LTD,Indirect
827,PUBX,PEOPLES URBAN CO-OPERATIVE BANK LTD,682826001,HDFC0CPUCOB,NA,Yes,Yes,Yes,IDBI BANK,Indirect
828,PUCX,PUSAD URBAN CO-OP BANK LTD.,445817501,YESB0PUB001,508644,Yes,Yes,Yes,YES BANK,Indirect
829,PUDX,PUDUKOTTAI DISTRICT CENTRAL COOPERATIVE BANK LTD,622800002,TNSC0010900,508656,Yes,Yes,Yes,TAMILNADU STATE APEX CO OP BANK LTD,Indirect
830,PUGX,PUNJAB GRAMIN BANK,152337302,PUNB0PGB003,607138,Yes,Yes,Yes,PUNJAB NATIONAL BANK,Indirect
831,PUNB,PUNJAB NATIONAL BANK,110024001,PUNB0244200,508568,Yes,Yes,Yes,PUNJAB NATIONAL BANK,Direct
832,PUNX,PUNE URBAN CO-OPERATIVE BANK LTD,411307000,HDFC0CCPUBL,607145,Yes,Yes,Yes,HDFC BANK LTD,Indirect
833,PUSX,PURASAWALKAM CO-OPERATIVE BANK,600092253,NA,NA,Yes,Yes,Yes,TAMILNADU STATE APEX CO OP BANK LTD,Indirect
834,PUUX,THE PURI URBAN COOPERATIVE BANK LTD,752802002,YESB0TPUCB1,NA,Yes,,Yes,YES BANK,Indirect
835,PVAX,THE PAVANA SAHAKARI BANK LTD,411894002,IBKL0087PSB,607892,Yes,,Yes,IDBI BANK,Indirect
836,PWUX,THE PARWANOO URBAN COOPERATIVE BANK LTD,160024069,YESB0TPCB02,NA,Yes,,Yes,YES BANK,Indirect
837,PYCX,THE PAYYOLI COOPERATIVE URBAN BANK LIMITED,673851801,IBKL0114PCB,817269,Yes,,Yes,IDBI BANK,Indirect
838,PYTM,PAYTM PAYMENTS BANK LTD,110766001,PYTM0000001,608032,Yes,Yes,Yes,PAYTM PAYMENTS BANK LTD,Direct
839,QNBX,QATAR NATIONAL BANK SAQ,400240276,HDFC0CQNB01,990293,Yes,,,HDFC BANK LTD,Indirect
840,QUCX,THE QUILON CO-OPERATIVE URBAN BANK LTD,691809002,IBKL0737Q01,508784,Yes,Yes,Yes,IDBI BANK,Indirect
841,RACX,RAJKOT COMMERCIAL COOPERATIVE BANK LTD,360473002,ICIC00RCCBL,NA,Yes,Yes,Yes,ICICI BANK LTD,Indirect
842,RAEX,THE RAILWAY EMPLOYEES COOPERATIVE BANK LTD,302211251,UTIB0SRECB1,508769,Yes,Yes,Yes,AXIS BANK,Indirect
843,RAJX,THE RAJSAMAND URBAN CO OP BANK LTD,313576002,YESB0RUCB05,607228,Yes,Yes,Yes,ICICI BANK LTD,Indirect
844,RAKX,RAJKOT PEOPLES COOPERATIVE BANK LTD,360445002,IBKL01642RP,990128,Yes,Yes,Yes,IDBI BANK,Indirect
845,RAMX,THE RAJPUTANA MAHILA URBAN CO OPERATIVE BAK LTD,302456251,HDFC0CRMUCB,990020,Yes,Yes,Yes,HDFC BANK LTD,Indirect
846,RANX,THE RANDER PEOPLES COOP BANK LTD,395243003,HDFC0CRPCBL,508907,Yes,Yes,Yes,HDFC BANK LTD,Indirect
847,RATN,RATNAKAR BANK,400176001,RATN0TREASU,607393,Yes,Yes,Yes,RATNAKAR BANK,Direct
848,RAUX,RAJLAXMI URBAN CO OPERATIVE BANK LTD,422513002,YESB0RLB001,990030,Yes,Yes,Yes,ICICI BANK LTD,Indirect
849,RBBX,RAJARAMBAPU SAHAKARI BANK LTD PETH,400584002,RRBP0000001,607150,Yes,Yes,Yes,RAJARAMBAPU SAHAKARI BANK LTD PETH,Direct
850,RBCX,RESERVE BANK EMPLOYEES COOPERATIVE BANK LIMITED,560288002,INDB0RBECBL,990205,Yes,Yes,Yes,UNION BANK OF INDIA,Indirect
851,RBIN,RESERVE BANK OF INDIA,110001000,RBIS0RBIPI0,990328,,,Yes,RESERVE BANK OF INDIA,Direct
852,RCBX,RANIGANJ COOPERATIVE BANK LIMITED,713866302,HDFC0CRNGCB,NA,Yes,,Yes,HDFC BANK LTD,Indirect
853,RCCX,THE ROPAR CENTRAL COOPERATIVE BANK,160359002,UTIB0SRCB01,607562,Yes,Yes,Yes,AXIS BANK,Indirect
854,RCDX,THE RAMANATHAPURAM DISTRICT CENTRAL CO OP BANK LTD,623800002,TNSC0011000,508676,Yes,Yes,Yes,TAMILNADU STATE APEX CO OP BANK LTD,Indirect
855,RCMX,RAVI COMMERCIAL URBAN CO OPERATIVE BANK LIMITED,440082336,YESB0RCUB01,990231,Yes,,Yes,MAHARASHTRA STATE CO-OPERATIVE BANK LTD,Indirect
856,RCUX,RAJADHANI CO OP URBAN BANK LTD,500874260,KKBK0RCUB01,508917,Yes,Yes,Yes,KOTAK MAHINDRA BANK LTD,Indirect
857,RDCX,RAIGAD DISTRICT CENTRAL CO-OP BANK LTD,402801001,IBKL0299RDC,607163,Yes,Yes,Yes,IDBI BANK,Indirect
858,RDNX,COL RD NIKAM SAINIK SAHAKARI BANK LTD,415815001,HDFC0CRNSSB,607961,Yes,Yes,Yes,HDFC BANK LTD,Indirect
859,REBX,RENDAL SAHAKARI BANK LTD RENDAL,416827201,IBKL0116RSB,990100,Yes,Yes,Yes,IDBI BANK,Indirect
860,RECX,RAILWAY POLICE COPERATIVE BANKING SOCIETY LTD,342646002,YESB0RECBS1,607362,Yes,,Yes,YES BANK,Indirect
861,REWX,THE REWARI CENTRAL COOPERATIVE BANK LTD,123814002,UTIB0REWA01,607843,Yes,,Yes,AXIS BANK,Indirect
862,RGSX,RAJGURUNAGAR SAHAKARI BANK LTD,411739001,RSBL0000001,607271,Yes,Yes,Yes,RAJGURUNAGAR SAHAKARI BANK LTD,Direct
863,RHMX,THE RAJ LAXMI MAHILA URBAN COOP BANK LTD JAIPUR,302189251,HDFC0CRLMUB,NA,Yes,Yes,Yes,HDFC BANK LTD,Indirect
864,RJCX,RAIGANJ CENTRAL CO OP BANK LTD,733813202,WBSC0RCCB03,607177,Yes,Yes,Yes,THE WEST BENGAL STATE CO OP BANK LTD,Indirect
